RegNo,Name,Age,Gender,Branch,Year,Section,CollegeName,MentorName,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,IAT1,IAT2,IAT3,Attendance,StudyHoursPerDay,Backlogs,FatherIncome,MotherIncome,HasSiblings,SiblingCount,StressScore,SleepHours,MentalHealthIndex,ExerciseHours,ScreenTime,RiskLevel
CMR2023918,Bryan Moore,18,Male,CSE,4,A,CMRIT,Prof. Meena,5.65,5.29,8.46,8.88,8.87,9.71,6.37,8.07,7.66,27,28,20,65,3,4,41683,106344,False,0,93,5,0.38,1,5,High
CMR2023919,Samantha Terry,21,Female,AIML,3,C,CMRIT,Dr. Arvind,9.19,8.74,9.96,8.16,6.94,8.51,6.72,7.03,8.58,23,29,21,72,1,1,125588,41357,False,0,21,5,0.58,9,5,Medium
CMR2023920,Russell Murphy,19,Female,CIVIL,4,C,CMRIT,Dr. Arvind,7.84,5.44,7.05,9.95,5.13,8.41,7.75,6.09,7.21,23,29,21,41,1,6,13614,32493,False,0,33,5,0.54,12,10,High
CMR2023921,David Kelly,23,Male,MECH,3,C,CMRIT,Dr. Ramesh,8.81,5.41,6.13,6.36,6.36,7.38,8.33,9.17,6.74,30,23,30,45,0,1,76730,144848,True,2,25,8,0.68,11,5,High
CMR2023922,Megan Green,21,Female,MECH,2,A,CMRIT,Dr. Ramesh,9.97,9.54,5.46,7.0,9.88,7.89,8.55,8.31,7.99,21,20,20,99,1,6,86671,47349,True,1,87,8,0.88,6,7,High
CMR2023923,Amanda Sullivan MD,22,Male,CIVIL,1,C,CMRIT,Dr. Ramesh,6.23,5.72,9.77,8.85,6.29,9.48,9.67,6.51,5.97,24,22,20,71,1,3,59926,88689,True,0,74,4,0.79,9,2,High
CMR2023924,Danielle Murray,22,Female,CSE,1,B,CMRIT,Prof. Meena,5.49,8.51,5.43,7.48,6.02,5.68,8.53,7.91,7.0,24,20,22,45,1,2,84548,126616,True,1,86,8,0.86,1,5,High
CMR2023925,Brenda Smith,22,Female,CIVIL,3,B,CMRIT,Prof. Kavya,9.54,9.67,5.38,9.65,6.07,7.18,9.25,6.84,7.92,26,24,26,82,6,1,54157,23808,True,0,24,9,0.65,9,2,Low
CMR2023926,Vickie Anderson,22,Female,AIML,2,C,CMRIT,Prof. Kavya,5.59,6.42,5.24,8.55,5.41,6.68,6.66,7.05,6.45,30,26,30,60,2,7,53639,106852,True,3,90,6,0.87,5,3,High
CMR2023927,Jacqueline Mccoy,23,Female,CSE,1,A,CMRIT,Dr. Arvind,6.41,8.6,5.33,8.54,7.92,7.99,8.07,7.6,7.5,25,26,26,67,7,5,79010,137824,True,0,23,6,0.37,10,6,Medium
CMR2023928,Lauren Green,23,Female,AIML,3,B,CMRIT,Dr. Arvind,9.43,9.26,5.92,8.19,5.43,5.78,7.02,8.8,7.33,25,26,25,58,4,1,11786,72892,False,0,21,7,0.32,0,2,High
CMR2023929,Alison Brown,19,Male,EEE,4,A,CMRIT,Dr. Arvind,5.2,8.5,7.23,9.04,9.38,5.02,8.19,9.06,7.7,26,28,29,50,3,8,20465,76288,True,3,37,8,0.4,7,7,High
CMR2023930,Jill Anderson,23,Male,CSE,3,C,CMRIT,Prof. Kavya,5.7,5.71,5.74,5.87,5.78,5.07,6.39,6.63,5.65,22,28,23,57,7,1,98825,82898,True,0,54,4,0.33,12,9,High
CMR2023931,Sandra Rivera,19,Female,CSE,1,A,CMRIT,Dr. Arvind,8.34,9.13,9.73,6.57,6.59,8.9,7.21,5.73,8.73,30,28,29,71,8,0,39406,7006,False,0,57,4,0.75,14,6,High
CMR2023932,Joel Jackson,22,Female,MECH,2,A,CMRIT,Prof. Kavya,9.63,5.09,5.36,9.47,5.51,6.44,9.33,9.72,7.39,23,24,21,58,2,8,92272,38095,True,2,56,7,0.69,12,8,High
CMR2023933,Samantha Foster,18,Male,CSE,2,A,CMRIT,Prof. Meena,6.11,6.72,9.91,7.8,8.55,5.12,9.98,7.32,7.63,29,21,30,76,0,5,43249,30518,True,3,52,5,0.88,6,10,Medium
CMR2023934,Michael Thompson,20,Female,ECE,4,B,CMRIT,Dr. Arvind,8.49,5.1,8.8,5.93,9.47,5.0,7.1,9.82,7.46,29,30,20,61,6,7,83128,99184,True,3,21,7,0.35,0,7,High
CMR2023935,Cody Ramirez,19,Male,EEE,3,B,CMRIT,Prof. Meena,9.47,5.41,6.59,7.22,5.47,6.11,8.32,5.35,6.71,29,28,20,79,2,6,41703,98772,True,0,85,6,0.44,11,7,High
CMR2023936,Amanda Harvey,20,Female,ECE,4,B,CMRIT,Prof. Kavya,6.62,9.38,5.05,6.41,5.92,8.72,9.5,5.87,7.18,24,28,20,55,6,1,13364,76802,True,3,36,6,0.38,5,6,High
CMR2023937,Edward Jenkins,20,Female,ECE,4,B,CMRIT,Dr. Ramesh,6.92,9.17,7.82,6.89,5.81,5.82,7.26,6.2,6.99,23,23,30,60,8,2,42853,93588,False,0,65,5,0.95,13,2,Medium
CMR2023938,Amy Ramirez,22,Female,AIML,1,B,CMRIT,Dr. Ramesh,9.56,5.7,7.18,5.92,9.41,8.09,5.45,5.79,7.63,27,24,22,97,1,5,41394,39346,True,2,31,7,0.62,14,3,Low
CMR2023939,Curtis Wilkerson,23,Male,MECH,2,B,CMRIT,Prof. Meena,8.02,7.37,9.95,5.02,6.11,5.63,6.77,5.17,7.59,23,21,23,66,1,0,46128,136101,True,2,88,6,0.31,2,1,High
CMR2023940,Lydia Pham,18,Male,CIVIL,2,A,CMRIT,Dr. Arvind,8.09,7.45,7.44,8.02,5.01,8.23,5.92,7.91,7.75,25,26,21,44,8,5,103771,43331,True,2,68,9,0.8,4,8,High
CMR2023941,Virginia Casey,20,Female,CSE,4,C,CMRIT,Prof. Kavya,6.13,6.43,8.9,8.63,9.89,5.68,6.17,9.81,7.71,30,30,27,93,3,7,127021,145109,True,2,62,7,0.5,11,5,High
CMR2023942,Joshua Washington,18,Male,MECH,3,B,CMRIT,Prof. Kavya,8.39,8.5,5.52,5.4,7.26,7.49,9.85,8.56,7.09,25,20,25,75,1,5,51345,128451,False,0,28,5,0.32,9,3,Medium
CMR2023943,Kathryn Price,21,Male,EEE,1,C,CMRIT,Dr. Ramesh,5.78,6.23,8.38,6.95,8.13,8.4,7.21,6.93,6.01,27,30,26,62,2,1,58607,92896,True,1,39,5,0.78,1,9,Medium
CMR2023944,Francis Robinson,19,Female,CIVIL,3,C,CMRIT,Dr. Arvind,7.07,9.56,5.42,6.43,5.76,6.56,5.11,5.14,6.8,23,27,25,78,8,6,69397,146000,True,1,29,5,0.4,6,6,High
CMR2023945,Paula Brown,21,Male,AIML,4,C,CMRIT,Dr. Arvind,5.52,8.3,6.01,8.42,7.06,7.85,9.41,6.7,7.41,23,28,22,65,4,2,15811,29706,True,2,23,7,0.86,2,7,Medium
CMR2023946,Kendra Wang DVM,21,Female,AIML,3,A,CMRIT,Prof. Kavya,7.44,9.97,6.58,6.73,9.81,9.55,7.45,9.17,8.35,30,26,25,67,2,2,106162,128014,False,0,53,8,0.61,4,10,Medium
CMR2023947,Ariel Sandoval,20,Female,CIVIL,3,A,CMRIT,Dr. Ramesh,6.53,8.13,6.57,9.79,7.89,9.85,7.09,6.92,8.13,25,21,22,87,5,0,19217,115546,True,3,73,9,0.64,9,4,Medium
CMR2023948,Robert Stark,22,Female,MECH,2,B,CMRIT,Dr. Arvind,9.33,5.36,7.88,6.51,9.34,8.28,9.51,5.93,7.27,23,24,27,63,1,8,125971,149206,True,2,64,7,0.81,7,3,High
CMR2023949,Zachary Robinson,20,Male,EEE,1,A,CMRIT,Prof. Kavya,8.25,7.65,5.47,7.26,8.4,9.73,9.93,5.72,7.95,23,23,27,65,7,0,45910,19706,False,0,60,4,0.8,6,8,High
CMR2023950,Rebecca Kelly,21,Male,EEE,2,C,CMRIT,Prof. Kavya,9.24,8.92,9.04,7.13,5.02,5.34,5.69,8.97,8.58,22,20,20,53,3,3,140788,81592,False,0,36,7,0.87,12,9,High
CMR2023951,Sarah Thompson,21,Female,CIVIL,4,A,CMRIT,Prof. Kavya,9.69,8.46,8.03,7.49,8.7,5.43,6.03,5.04,7.36,25,30,30,57,0,1,71373,79983,False,0,96,5,0.32,5,7,High
CMR2023952,Renee Wolfe,19,Male,ECE,3,A,CMRIT,Prof. Kavya,6.87,9.12,9.85,9.37,5.39,9.49,6.46,5.55,8.35,25,28,30,58,4,1,20732,146791,True,1,87,9,0.66,10,1,High
CMR2023953,Alyssa Haynes,18,Female,CSE,3,A,CMRIT,Dr. Ramesh,6.74,6.92,7.54,5.38,6.07,6.65,7.61,8.27,6.55,24,28,30,42,0,1,61948,130124,False,0,78,6,0.55,0,4,High
CMR2023954,Kristy Hart,21,Female,EEE,3,B,CMRIT,Dr. Ramesh,7.44,9.08,7.74,5.18,9.81,8.04,5.77,7.31,7.88,30,21,26,99,6,6,143180,58531,False,0,33,7,0.37,5,9,High
CMR2023955,William Keith,22,Female,CSE,1,C,CMRIT,Prof. Meena,9.13,6.93,6.78,8.68,7.61,8.32,5.8,5.33,8.03,20,25,20,77,5,6,92251,145590,True,2,44,6,0.55,8,2,High
CMR2023956,Eric Henry Jr.,20,Female,CIVIL,2,C,CMRIT,Dr. Arvind,6.23,9.76,9.94,7.89,7.97,8.81,5.82,5.8,8.46,26,30,22,74,4,6,29710,127716,False,0,62,8,0.33,10,6,High
CMR2023957,Daniel Fox,21,Female,MECH,2,A,CMRIT,Prof. Kavya,5.03,8.94,6.7,5.79,9.13,5.89,8.77,7.15,6.62,28,30,23,63,4,6,71858,88009,True,2,27,5,0.52,13,9,High
CMR2023958,Thomas Harris,18,Male,CSE,4,A,CMRIT,Dr. Ramesh,7.68,7.82,7.36,9.43,9.21,8.19,8.83,6.12,8.08,22,27,27,81,8,6,127982,124506,True,0,84,6,0.4,2,8,High
CMR2023959,Mitchell Sellers,19,Male,MECH,1,A,CMRIT,Prof. Meena,9.54,5.73,5.24,5.71,9.29,5.7,6.48,6.45,7.63,23,30,20,99,1,7,96435,131727,False,0,80,4,0.83,13,7,High
CMR2023960,Erica Johnson,18,Female,ECE,4,B,CMRIT,Prof. Meena,7.01,7.28,6.48,8.04,8.62,6.89,9.27,5.97,7.44,24,20,20,52,7,3,101113,44934,True,2,37,9,0.57,11,6,High
CMR2023961,Sylvia Schroeder,23,Male,AIML,1,C,CMRIT,Dr. Ramesh,8.8,6.22,8.12,5.07,5.11,8.47,7.39,6.22,7.51,20,21,25,65,2,6,134195,34960,True,2,24,9,0.79,0,2,High
CMR2023962,Shannon Yu,18,Male,MECH,1,A,CMRIT,Prof. Meena,6.74,7.86,6.04,6.31,7.34,6.68,7.28,7.78,7.3,23,23,25,76,6,7,80765,138064,True,2,82,4,0.72,1,5,High
CMR2023963,Tom Foster,22,Male,ECE,4,A,CMRIT,Prof. Meena,9.92,6.94,6.42,9.16,9.06,5.11,6.04,9.71,7.79,27,22,30,61,4,2,111867,115960,False,0,38,8,0.4,6,9,Medium
CMR2023964,Eric Taylor,23,Female,CIVIL,2,B,CMRIT,Dr. Ramesh,5.2,5.17,9.4,8.38,5.71,7.73,8.32,5.43,7.04,30,26,20,65,3,0,88788,27548,True,2,55,5,0.88,7,2,Medium
CMR2023965,Travis Conner,23,Male,AIML,3,B,CMRIT,Prof. Kavya,6.91,8.56,9.16,6.0,5.06,9.54,5.28,5.19,7.54,20,28,29,94,8,0,66550,22292,False,0,86,4,0.81,12,5,High
CMR2023966,Marie Thompson,19,Male,ECE,3,A,CMRIT,Dr. Arvind,7.72,9.72,8.78,8.12,5.25,8.7,5.25,6.31,8.05,23,30,27,72,1,2,114355,116331,True,1,73,7,0.42,14,1,Medium
CMR2023967,Melissa Mcfarland,19,Female,MECH,1,B,CMRIT,Dr. Arvind,8.9,9.47,9.91,8.85,9.23,9.36,9.56,6.1,9.19,21,20,25,68,8,4,148780,60598,True,0,98,7,0.65,3,10,High
CMR2023968,Courtney Chapman,19,Male,MECH,1,C,CMRIT,Dr. Arvind,5.7,7.11,6.16,9.99,8.67,6.78,5.14,8.64,6.41,26,27,26,74,3,6,130550,30767,False,0,81,7,0.91,2,9,High
CMR2023969,Eric Barker,19,Female,MECH,3,A,CMRIT,Dr. Ramesh,8.64,6.98,8.88,8.2,7.3,7.01,7.96,5.92,7.83,26,26,27,50,2,8,139931,139972,True,1,77,9,0.58,6,6,High
CMR2023970,Nicholas Rush,23,Male,EEE,3,C,CMRIT,Prof. Kavya,9.04,7.83,5.53,6.62,8.11,7.4,5.76,6.61,7.42,29,27,26,98,4,1,82695,11537,True,2,88,4,0.52,14,2,High
CMR2023971,Jenna Gamble,21,Male,EEE,3,B,CMRIT,Prof. Kavya,7.86,9.77,5.7,9.79,9.31,9.34,6.75,5.46,8.63,28,27,21,40,2,4,34923,85837,False,0,25,4,0.91,5,1,High
CMR2023972,Amanda Guzman,20,Male,MECH,4,C,CMRIT,Prof. Meena,6.75,7.32,5.25,6.16,5.08,5.71,5.98,5.62,5.98,22,25,30,88,0,6,8458,21726,False,0,100,4,0.65,2,10,High
CMR2023973,Tracy Walker,23,Female,AIML,2,A,CMRIT,Prof. Kavya,9.25,7.04,6.05,5.6,7.8,6.92,9.43,5.07,6.98,27,30,23,56,7,5,10193,40678,False,0,42,7,0.76,6,3,High
CMR2023974,Taylor Taylor,19,Female,CIVIL,3,A,CMRIT,Dr. Arvind,7.47,8.91,5.46,8.21,6.39,6.96,8.32,7.99,7.23,26,30,27,56,5,3,72033,18028,False,0,89,7,0.85,5,5,High
CMR2023975,Cynthia Haas,20,Female,CIVIL,1,B,CMRIT,Prof. Meena,8.28,9.48,9.88,8.31,7.09,9.64,7.57,8.33,8.88,24,28,23,93,7,3,82771,64936,False,0,90,7,0.74,13,7,High
CMR2023976,Stephen Davis,21,Female,ECE,3,A,CMRIT,Prof. Kavya,5.15,8.31,7.3,6.82,7.35,9.62,9.51,6.45,7.42,22,30,26,95,8,0,62263,71013,False,0,51,9,0.6,9,6,Medium
CMR2023977,Margaret Tanner,20,Male,CIVIL,3,B,CMRIT,Dr. Ramesh,6.81,8.6,7.98,7.66,7.0,5.83,9.11,5.26,7.31,23,24,22,94,5,4,56419,16974,False,0,77,5,0.94,7,3,High
CMR2023978,Derek Wright,23,Female,CIVIL,1,A,CMRIT,Dr. Ramesh,5.32,5.69,7.8,6.76,6.77,8.38,8.45,8.18,5.51,24,25,20,98,7,4,53494,29697,False,0,46,6,0.46,1,3,High
CMR2023979,David Rodriguez,23,Male,AIML,4,C,CMRIT,Dr. Arvind,5.94,8.99,8.62,5.5,5.71,8.28,7.88,6.37,7.16,22,26,25,97,2,5,53405,125774,False,0,39,8,0.6,10,7,Medium
CMR2023980,James Oconnor,18,Male,MECH,3,B,CMRIT,Prof. Kavya,7.64,7.77,8.38,6.74,6.71,5.4,8.16,7.16,7.11,20,29,30,62,5,5,26186,65856,False,0,32,4,0.63,14,5,High
CMR2023981,Stacey Snyder,23,Male,CIVIL,4,C,CMRIT,Dr. Ramesh,9.62,7.09,7.37,7.72,5.54,7.28,6.24,6.25,7.14,21,22,21,88,6,4,88220,129682,False,0,74,9,0.81,13,3,Medium
CMR2023982,Joshua Garcia,18,Male,EEE,1,C,CMRIT,Dr. Arvind,7.63,7.56,8.92,7.21,5.8,7.95,9.66,7.12,7.59,23,21,29,87,7,0,118111,68045,True,1,99,8,0.54,1,7,High
CMR2023983,Sean Curtis,20,Female,CSE,3,C,CMRIT,Prof. Kavya,9.59,5.63,8.39,8.62,7.2,8.38,5.5,5.87,7.97,23,24,23,81,2,0,144202,144091,True,2,84,6,0.9,1,5,High
CMR2023984,Carla Jones,19,Female,MECH,2,B,CMRIT,Dr. Arvind,6.83,9.3,5.72,5.88,8.61,5.54,6.28,7.36,6.93,25,27,26,80,4,3,127305,53445,True,0,62,6,0.71,11,5,Medium
CMR2023985,Elizabeth Flores,18,Male,CIVIL,3,A,CMRIT,Prof. Meena,9.41,6.86,9.58,5.42,5.19,8.27,5.78,9.91,7.46,27,27,21,78,2,6,33102,89067,True,3,38,9,0.71,10,8,High
CMR2023986,Angela Jackson,20,Male,EEE,2,A,CMRIT,Dr. Ramesh,9.21,5.71,8.07,8.72,8.66,7.45,9.1,5.78,7.93,21,29,28,47,0,5,69536,109089,True,2,76,5,0.78,6,8,High
CMR2023987,Nicholas Payne,19,Female,EEE,1,B,CMRIT,Dr. Arvind,6.73,7.97,8.09,8.64,6.87,5.98,6.27,6.59,7.35,20,22,20,80,5,0,39323,103902,True,3,91,8,0.32,3,5,High
CMR2023988,Anna Wheeler,19,Female,MECH,4,B,CMRIT,Prof. Meena,5.24,8.24,5.24,5.04,8.9,8.94,6.37,8.42,7.05,27,30,25,96,3,8,83013,23037,True,1,74,8,0.65,0,2,High
CMR2023989,Karen Johnson,23,Male,EEE,2,A,CMRIT,Dr. Ramesh,9.36,6.57,6.22,6.4,5.3,7.73,5.8,5.01,7.14,23,28,30,83,1,6,148367,49317,False,0,50,5,0.32,8,4,High
CMR2023990,Carmen Preston,22,Male,CIVIL,4,A,CMRIT,Prof. Meena,9.21,6.19,7.83,8.34,5.43,9.69,7.39,6.23,7.54,26,29,20,41,5,2,127121,138767,False,0,82,7,0.64,0,1,High
CMR2023991,Brian Harris,18,Female,CIVIL,1,A,CMRIT,Prof. Meena,9.57,7.28,7.17,6.34,6.83,8.97,8.97,8.36,8.43,29,25,21,96,1,4,52265,61804,False,0,20,8,0.56,12,2,Low
CMR2023992,Michael Bowen,23,Female,ECE,3,B,CMRIT,Prof. Meena,8.03,5.71,6.98,6.69,9.11,8.0,7.27,7.49,7.42,23,27,27,46,2,6,35494,136340,False,0,38,7,0.47,5,7,High
CMR2023993,Deborah Campbell,21,Female,MECH,2,A,CMRIT,Dr. Arvind,6.82,6.04,5.49,7.72,9.26,7.39,6.43,9.96,6.52,22,22,23,67,3,3,80678,104819,True,2,58,7,0.92,2,8,Medium
CMR2023994,Anthony Armstrong,18,Female,CIVIL,1,A,CMRIT,Prof. Meena,7.08,5.48,6.49,8.13,5.51,5.93,7.56,5.56,6.28,26,28,26,64,8,6,59318,113962,False,0,81,4,0.89,6,6,High
CMR2023995,Brittany Ward,22,Female,CSE,2,B,CMRIT,Prof. Kavya,5.01,6.39,6.1,8.41,9.6,6.14,8.64,8.45,6.48,21,25,29,57,1,0,52480,43002,True,1,81,4,0.57,9,4,High
CMR2023996,Edward Stanley,20,Male,EEE,2,C,CMRIT,Dr. Ramesh,5.41,7.26,5.64,5.78,7.4,7.59,5.1,7.68,6.02,27,29,26,81,4,7,19005,130949,False,0,77,8,0.73,12,9,High
CMR2023997,Christina Johnson,20,Female,MECH,1,B,CMRIT,Prof. Kavya,9.65,5.67,7.45,5.55,7.73,7.05,6.68,7.09,7.66,28,21,28,66,3,1,145125,31740,True,3,29,7,0.45,12,6,Medium
CMR2023998,Edgar Miller,21,Male,CSE,2,C,CMRIT,Prof. Meena,9.91,6.83,6.76,9.09,8.72,8.77,5.52,7.98,8.15,29,26,23,81,0,6,132927,137937,True,0,93,5,0.67,11,10,High
CMR2023999,Elizabeth Sanders,22,Male,CIVIL,1,A,CMRIT,Prof. Kavya,8.22,5.06,5.38,9.96,6.74,8.98,8.48,5.57,6.64,23,23,26,88,0,4,36597,68459,True,3,98,8,0.53,9,1,High
CMR2024000,Matthew Davis MD,23,Male,AIML,4,C,CMRIT,Prof. Kavya,8.01,8.75,6.86,8.88,7.52,6.71,7.11,9.84,7.96,23,30,29,49,5,5,148696,37417,True,3,55,9,0.45,10,3,High
CMR2024001,Stephen Wood,18,Female,ECE,1,C,CMRIT,Prof. Kavya,6.61,9.4,5.33,8.7,9.91,9.74,6.27,7.47,8.01,26,22,21,76,4,5,52761,54248,False,0,24,4,0.79,6,4,High
CMR2024002,Dennis Marshall,20,Male,AIML,3,B,CMRIT,Prof. Kavya,5.47,6.95,8.88,8.02,5.04,8.86,7.35,7.0,7.2,30,25,29,98,0,8,17095,117367,False,0,66,8,0.68,2,5,High
CMR2024003,Derrick Brown,23,Male,CIVIL,1,B,CMRIT,Prof. Meena,8.18,9.46,6.64,9.73,9.63,7.09,7.54,5.33,8.82,23,23,29,70,3,4,128330,55360,False,0,77,4,0.63,2,2,High
CMR2024004,Mary Miller,18,Male,ECE,2,C,CMRIT,Prof. Kavya,8.23,8.67,9.73,5.47,8.08,9.4,9.2,6.15,8.03,20,26,30,46,4,4,69391,53451,True,3,60,6,0.93,1,9,High
CMR2024005,Joshua Arellano,20,Male,ECE,3,A,CMRIT,Dr. Ramesh,5.79,6.4,9.04,8.77,5.04,8.0,7.2,6.76,7.17,21,21,30,58,1,4,139939,116620,True,2,73,6,0.31,12,10,High
CMR2024006,Kristen Randall,21,Female,AIML,1,A,CMRIT,Prof. Meena,5.19,6.56,8.18,6.5,6.62,5.47,8.17,5.28,5.88,22,26,21,77,2,0,23507,12120,True,2,69,6,0.73,2,10,High
CMR2024007,Jennifer Nichols,23,Male,AIML,4,B,CMRIT,Prof. Meena,7.16,8.32,9.99,8.0,8.88,7.85,6.17,7.69,8.01,21,29,24,57,2,4,29344,22150,True,0,99,5,0.85,4,3,High
CMR2024008,Karen Keith,18,Female,EEE,2,C,CMRIT,Prof. Kavya,6.35,5.96,9.03,8.37,7.69,6.15,6.19,6.04,7.43,25,21,28,91,4,2,104942,119341,False,0,24,8,0.6,12,6,Medium
CMR2024009,Blake Orr,20,Male,CIVIL,2,B,CMRIT,Prof. Kavya,7.77,6.72,7.25,6.02,9.11,5.11,9.31,5.82,6.94,28,30,28,95,6,4,102836,76297,False,0,100,4,0.47,6,10,High
CMR2024010,Kathryn Lester,20,Male,ECE,1,B,CMRIT,Prof. Meena,6.64,6.29,5.62,7.75,6.01,5.19,7.96,7.94,6.46,24,22,28,82,6,8,138341,124361,True,2,56,9,0.81,10,7,High
CMR2024011,Megan Oliver,21,Female,EEE,3,B,CMRIT,Dr. Ramesh,7.04,5.53,8.5,9.28,5.11,9.32,9.28,7.92,7.46,21,24,29,46,5,6,120425,26505,True,0,47,8,0.48,11,8,High
CMR2024012,Peter Thompson,21,Female,EEE,4,C,CMRIT,Dr. Arvind,5.0,6.69,7.71,7.53,9.72,8.43,6.92,8.31,7.54,24,29,30,76,8,5,52369,58584,False,0,46,6,0.73,10,7,Low
CMR2024013,Dr. Rhonda Martinez,18,Female,ECE,1,C,CMRIT,Dr. Arvind,8.91,7.04,8.54,8.95,6.15,6.72,5.23,9.12,7.97,24,22,28,47,4,0,118936,23900,False,0,88,8,0.42,5,8,High
CMR2024014,William Graham,19,Female,CSE,2,C,CMRIT,Dr. Arvind,9.36,9.99,7.14,5.86,6.88,9.15,7.57,8.95,8.09,30,26,23,72,5,3,140607,80372,True,3,91,4,0.77,3,6,High
CMR2024015,Lori Flowers MD,18,Male,CSE,1,A,CMRIT,Prof. Meena,7.75,6.89,6.67,9.83,8.05,6.04,8.8,8.21,7.32,28,25,22,64,5,6,133378,125498,False,0,87,7,0.83,0,4,High
CMR2024016,Suzanne Jones,19,Male,AIML,4,A,CMRIT,Dr. Arvind,6.52,6.41,8.14,6.29,7.54,7.99,8.74,8.59,7.53,23,21,28,85,0,7,23858,44462,True,1,67,7,0.78,1,8,High
CMR2024017,James Nguyen,19,Male,EEE,3,B,CMRIT,Dr. Arvind,7.3,9.43,5.87,7.07,5.68,6.23,6.96,7.69,6.93,20,28,29,81,3,4,133027,134996,False,0,83,6,0.73,10,5,High
CMR2024018,Jimmy Marks,22,Female,AIML,3,A,CMRIT,Prof. Meena,8.75,8.94,9.39,9.35,9.81,8.92,7.38,7.33,9.19,28,27,24,78,7,5,11559,74504,True,0,81,7,0.63,1,5,High
CMR2024019,Lisa Mills,19,Female,CSE,1,B,CMRIT,Prof. Meena,8.83,8.26,6.04,8.11,5.29,5.16,8.59,7.85,8.54,24,20,26,61,3,8,102675,109445,False,0,84,5,0.47,4,5,High
CMR2024020,Jason Hernandez,20,Female,ECE,2,B,CMRIT,Prof. Kavya,9.57,9.32,5.65,7.06,9.92,8.16,9.58,8.36,7.9,20,20,24,88,5,6,127267,12576,True,0,27,9,0.47,4,10,High
CMR2024021,Olivia Ayers,18,Male,MECH,4,B,CMRIT,Dr. Ramesh,5.43,5.51,9.43,7.51,8.74,7.24,9.65,7.01,7.56,21,24,24,72,7,0,128308,122618,False,0,31,8,0.75,10,7,Medium
CMR2024022,Kristine Garcia,20,Female,CIVIL,4,B,CMRIT,Prof. Meena,7.74,5.74,8.07,8.7,8.56,6.84,6.72,8.0,7.55,25,20,28,71,6,4,22773,77411,True,1,49,4,0.81,9,3,High
CMR2024023,Joseph Cooper,18,Female,ECE,4,C,CMRIT,Prof. Kavya,8.12,7.11,9.57,5.34,5.27,5.34,9.38,7.66,7.22,26,20,24,56,7,8,132022,85616,False,0,51,5,0.69,13,2,High
CMR2024024,James Washington,20,Male,ECE,4,B,CMRIT,Dr. Arvind,9.14,5.01,6.64,6.31,5.52,9.65,8.73,8.36,7.42,23,28,27,70,4,1,64155,98676,True,3,72,6,0.95,13,8,Medium
CMR2024025,Amanda Hill,19,Male,AIML,3,A,CMRIT,Prof. Kavya,5.04,6.78,6.87,6.34,9.72,7.09,6.59,9.07,6.97,25,23,29,60,5,0,143209,146024,False,0,41,9,0.38,8,10,Medium
CMR2024026,Lee Steele,22,Female,CIVIL,1,A,CMRIT,Prof. Meena,6.65,9.04,9.2,9.87,5.55,7.3,8.79,5.89,7.84,28,23,21,95,6,3,62760,86539,True,0,27,5,0.97,1,5,Low
CMR2024027,Steve Rivera,20,Male,CIVIL,2,B,CMRIT,Prof. Kavya,5.51,8.04,6.85,7.32,9.21,9.89,9.23,9.2,6.93,21,22,21,86,6,1,140006,87416,True,3,44,6,0.36,1,5,Medium
CMR2024028,Patrick Mccall,19,Male,CSE,3,C,CMRIT,Dr. Arvind,6.81,9.24,9.76,6.6,5.19,5.29,6.54,5.05,7.15,27,28,21,60,7,6,31164,17439,False,0,66,8,0.68,10,6,High
CMR2024029,Alicia Roth,23,Female,AIML,3,B,CMRIT,Dr. Arvind,5.6,7.79,9.87,7.99,5.49,7.03,8.07,9.52,7.29,24,25,22,41,6,1,19437,114307,False,0,30,8,0.94,12,2,High
CMR2024030,Douglas Vasquez,23,Female,CIVIL,4,C,CMRIT,Dr. Ramesh,5.09,9.48,9.44,9.25,8.63,8.18,5.8,6.25,7.76,21,26,28,50,6,6,42065,114419,True,1,30,9,0.87,5,7,High
CMR2024031,Annette Melton,19,Male,MECH,2,C,CMRIT,Dr. Arvind,7.48,9.0,8.54,8.73,5.06,7.84,5.7,9.0,8.44,30,30,25,42,7,4,134047,38949,True,3,26,9,0.44,2,1,High
CMR2024032,William Ramos,22,Female,MECH,4,C,CMRIT,Prof. Kavya,6.27,5.96,7.32,5.61,8.05,5.44,6.67,9.5,6.85,20,25,30,51,2,4,139144,11047,True,3,22,7,0.33,8,1,High
CMR2024033,Debra Butler,18,Female,ECE,3,B,CMRIT,Dr. Arvind,7.26,9.02,8.46,8.03,6.71,8.59,5.12,9.35,8.01,30,28,29,97,6,5,137398,91633,False,0,70,9,0.48,0,2,Medium
CMR2024034,Chelsea Lewis,23,Female,EEE,2,A,CMRIT,Prof. Meena,7.65,9.63,7.21,9.4,6.74,8.49,9.56,8.07,8.47,23,21,23,46,3,8,107066,18753,False,0,36,5,0.89,0,2,High
CMR2024035,Natalie Malone,21,Male,ECE,4,C,CMRIT,Dr. Arvind,8.33,7.24,9.41,8.77,8.08,6.07,5.08,6.65,7.45,24,28,29,56,7,0,89581,69459,True,2,59,4,0.71,12,2,High
