RegNo,Name,Age,Gender,Branch,Year,Section,CollegeName,MentorName,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,IAT1,IAT2,IAT3,Attendance,StudyHoursPerDay,Backlogs,FatherIncome,MotherIncome,HasSiblings,SiblingCount,StressScore,SleepHours,MentalHealthIndex,ExerciseHours,ScreenTime,RiskLevel
CMR2023073,Lauren Daniels,19,Male,CIVIL,2,C,CMRIT,Prof. Kavya,5.26,7.07,8.59,5.5,8.85,5.03,7.75,9.65,6.61,26,30,27,81,3,8,130160,57286,False,0,61,6,0.75,14,2,High
CMR2024095,James Chapman,20,Male,CSE,1,C,CMRIT,Prof. Meena,6.05,9.66,5.08,5.16,6.75,9.17,6.73,6.66,7.86,23,23,27,70,1,2,129994,131382,True,0,45,4,0.56,11,9,High
CMR2023293,Margaret Coleman,22,Female,CIVIL,2,A,CMRIT,Dr. Ramesh,9.67,7.41,7.99,9.2,6.9,6.76,8.16,7.93,8.57,28,24,20,86,8,4,47314,145008,True,2,31,7,0.79,13,3,Low
CMR2023249,Kimberly Gutierrez,19,Male,MECH,1,A,CMRIT,Dr. Ramesh,7.64,8.58,9.82,5.86,8.77,5.02,8.63,9.62,8.11,28,27,25,66,1,5,53529,120255,True,1,65,7,0.6,8,4,Medium
CMR2024028,Patrick Mccall,19,Male,CSE,3,C,CMRIT,Dr. Arvind,6.81,9.24,9.76,6.6,5.19,5.29,6.54,5.05,7.15,27,28,21,60,7,6,31164,17439,False,0,66,8,0.68,10,6,High
CMR2023204,Erin Warner,23,Female,AIML,1,A,CMRIT,Dr. Ramesh,7.32,8.98,8.69,6.04,8.08,7.07,5.23,6.75,8.15,30,23,20,89,0,1,57740,78826,False,0,28,6,0.51,8,6,Low
CMR2023295,John Young,18,Male,MECH,1,C,CMRIT,Prof. Meena,8.36,6.76,9.06,9.14,6.79,5.89,8.84,8.49,7.56,20,21,27,83,5,3,102119,55591,False,0,21,5,0.82,12,5,Low
CMR2023202,Elizabeth Perkins,18,Male,CSE,4,A,CMRIT,Prof. Kavya,8.36,8.06,8.46,7.97,8.94,5.89,7.28,7.89,7.86,20,21,24,70,2,1,89625,101618,False,0,28,7,0.89,1,5,Medium
CMR2023706,Adam Jackson,20,Male,ECE,2,B,CMRIT,Prof. Kavya,9.6,8.69,9.7,7.77,6.6,8.37,5.51,7.57,8.94,28,30,20,82,6,4,144932,134234,True,3,38,9,0.47,4,2,Low
CMR2023051,Danny Morgan,22,Male,ECE,4,C,CMRIT,Prof. Kavya,9.79,7.25,9.05,9.19,9.91,5.42,8.23,5.2,8.01,27,27,28,83,0,5,142035,46614,False,0,67,6,0.57,12,6,Medium
CMR2023807,Robert Gonzales,19,Male,ECE,1,C,CMRIT,Dr. Arvind,9.46,5.78,9.24,8.51,8.47,8.1,9.33,7.89,7.62,24,28,24,78,1,0,136960,22290,True,0,21,6,0.94,11,7,Low
CMR2023335,Andrea Hubbard,23,Male,CIVIL,4,A,CMRIT,Prof. Kavya,6.62,8.96,9.33,5.27,9.67,6.52,8.27,7.89,7.82,27,27,24,83,2,6,42964,59988,True,1,21,6,0.81,9,2,High
CMR2024055,Gregory King,20,Male,ECE,2,B,CMRIT,Dr. Ramesh,9.62,7.93,8.95,7.73,9.03,5.73,6.67,8.09,8.56,24,26,25,83,5,4,123359,74233,False,0,68,6,0.79,2,6,Medium
CMR2023807,Robert Gonzales,19,Male,ECE,1,C,CMRIT,Dr. Arvind,9.46,5.78,9.24,8.51,8.47,8.1,9.33,7.89,7.62,24,28,24,78,1,0,136960,22290,True,0,21,6,0.94,11,7,Low
CMR2023614,Elizabeth Sharp,18,Male,EEE,1,C,CMRIT,Dr. Arvind,5.4,8.15,5.37,8.69,5.27,7.04,5.89,8.15,6.78,23,29,27,68,7,4,112776,42656,True,2,48,9,0.5,0,8,Medium
CMR2023112,Julia Torres,23,Female,CIVIL,3,A,CMRIT,Prof. Kavya,7.65,6.19,7.46,5.3,9.98,8.56,5.47,9.61,7.52,28,26,25,82,2,3,125182,27256,True,1,70,4,0.71,0,7,High
CMR2023144,Amber Wright,23,Male,CSE,2,B,CMRIT,Prof. Kavya,9.11,8.71,7.05,6.27,5.98,5.6,9.26,6.08,7.79,23,25,21,71,0,8,113650,17189,True,3,78,9,0.71,8,3,High
CMR2023802,Reginald Morrow,22,Male,CSE,1,B,CMRIT,Dr. Ramesh,9.69,6.05,9.59,7.37,5.58,5.53,8.45,8.74,7.87,29,27,30,86,8,4,113774,16950,True,3,39,6,0.78,9,1,Low
CMR2024161,Glenn Gallegos,19,Male,ECE,2,A,CMRIT,Prof. Kavya,9.57,7.62,7.7,7.16,5.21,9.63,9.17,8.07,8.01,26,29,29,49,0,3,142880,86307,True,1,88,6,0.61,0,6,High
CMR2023918,Bryan Moore,18,Male,CSE,4,A,CMRIT,Prof. Meena,5.65,5.29,8.46,8.88,8.87,9.71,6.37,8.07,7.66,27,28,20,65,3,4,41683,106344,False,0,93,5,0.38,1,5,High
CMR2023817,Beth Cline,19,Female,ECE,4,A,CMRIT,Dr. Ramesh,7.11,5.13,5.36,7.32,9.44,5.1,6.08,9.99,6.94,26,23,27,93,7,2,15312,94766,True,0,57,8,0.44,2,7,Medium
CMR2023234,Michael Lyons,18,Female,AIML,2,B,CMRIT,Dr. Arvind,6.2,9.99,5.08,8.35,5.81,7.3,7.85,7.92,7.41,27,27,22,64,5,8,111262,53482,False,0,100,7,0.79,0,2,High
CMR2023925,Brenda Smith,22,Female,CIVIL,3,B,CMRIT,Prof. Kavya,9.54,9.67,5.38,9.65,6.07,7.18,9.25,6.84,7.92,26,24,26,82,6,1,54157,23808,True,0,24,9,0.65,9,2,Low
CMR2023868,Lisa Ramirez,22,Male,EEE,1,A,CMRIT,Prof. Meena,5.21,9.32,7.32,9.59,9.74,9.67,8.31,6.29,7.27,24,30,29,84,4,5,40930,16493,False,0,56,9,0.69,9,5,Medium
CMR2023019,Carla Gray,20,Female,EEE,1,A,CMRIT,Prof. Meena,6.95,8.85,9.73,5.1,9.4,7.88,7.38,9.71,7.9,24,26,26,61,6,2,146091,148165,True,3,48,6,0.61,0,7,Medium
CMR2023710,Anthony Jones,21,Male,CSE,2,A,CMRIT,Prof. Meena,9.35,6.38,6.2,8.88,7.94,5.59,5.91,5.61,7.7,24,20,30,96,4,3,74408,147727,True,1,40,7,0.87,4,6,Low
CMR2024151,Robert West,23,Female,CSE,2,A,CMRIT,Prof. Meena,9.69,9.92,8.84,9.34,8.95,8.98,6.98,7.87,9.45,30,29,27,91,7,4,104436,144873,True,3,20,8,0.52,7,2,Low
CMR2023287,Carolyn Miller,21,Male,CIVIL,2,C,CMRIT,Dr. Arvind,9.61,5.59,9.26,5.55,6.85,6.45,7.61,5.59,7.5,24,25,24,96,4,3,82065,132382,True,1,38,8,0.6,14,5,Low
CMR2023894,Dr. Andrea Marshall,23,Female,EEE,1,A,CMRIT,Prof. Kavya,7.97,8.41,5.9,9.68,8.93,8.01,8.16,6.67,8.19,21,28,28,81,7,0,31153,45550,False,0,32,8,0.84,13,1,Low
CMR2023804,Kimberly Fritz,21,Male,EEE,1,B,CMRIT,Dr. Ramesh,7.76,7.56,8.9,7.35,9.17,5.65,6.01,7.98,7.66,29,30,26,42,7,6,70880,131123,False,0,35,8,0.44,5,4,High
CMR2023680,Suzanne Wood,22,Female,EEE,1,C,CMRIT,Prof. Kavya,5.63,9.72,5.66,9.41,8.82,6.79,9.25,8.16,7.68,29,28,22,63,2,1,104651,8851,False,0,30,8,0.9,12,10,Medium
CMR2023857,Nicole Phillips,23,Female,EEE,1,A,CMRIT,Dr. Ramesh,7.48,7.48,8.21,5.37,9.95,6.75,6.13,5.43,7.48,29,30,22,77,3,8,16793,43433,False,0,99,9,0.89,9,2,High
CMR2023558,Larry Robertson,21,Male,EEE,2,C,CMRIT,Dr. Ramesh,8.57,5.81,8.03,5.21,9.91,5.68,6.44,7.64,6.9,27,30,26,90,6,4,149261,146942,False,0,87,7,0.97,8,6,High
CMR2023177,Michael Wang,18,Female,ECE,2,A,CMRIT,Dr. Arvind,5.94,9.41,7.19,6.25,8.57,8.23,9.14,6.1,7.2,21,26,30,66,3,1,67799,140426,False,0,56,9,0.82,12,5,Medium
CMR2023766,Raymond Chapman,18,Female,EEE,4,A,CMRIT,Prof. Meena,7.94,5.33,6.55,6.05,6.98,7.94,7.88,9.44,7.26,30,26,24,70,3,0,94510,18804,True,0,34,4,0.67,8,6,High
CMR2023066,Tracy House,21,Male,ECE,2,B,CMRIT,Dr. Arvind,8.67,9.3,9.88,5.65,6.85,7.81,6.6,7.33,8.38,24,27,23,92,5,5,41930,30378,True,2,69,8,0.59,13,3,Medium
CMR2023496,Austin Osborne,23,Female,CSE,3,C,CMRIT,Dr. Arvind,9.74,8.64,8.57,7.45,8.52,9.71,9.93,6.08,8.77,27,24,28,95,0,0,84865,91647,True,3,38,8,0.99,9,6,Low
CMR2023951,Sarah Thompson,21,Female,CIVIL,4,A,CMRIT,Prof. Kavya,9.69,8.46,8.03,7.49,8.7,5.43,6.03,5.04,7.36,25,30,30,57,0,1,71373,79983,False,0,96,5,0.32,5,7,High
CMR2023295,John Young,18,Male,MECH,1,C,CMRIT,Prof. Meena,8.36,6.76,9.06,9.14,6.79,5.89,8.84,8.49,7.56,20,21,27,83,5,3,102119,55591,False,0,21,5,0.82,12,5,Low
CMR2023661,Emma Butler,23,Female,CIVIL,1,C,CMRIT,Prof. Kavya,8.5,7.97,7.87,7.73,5.21,7.71,9.54,5.01,8.23,26,27,28,90,3,5,43131,30401,False,0,30,7,0.49,8,2,Low
CMR2023827,Claudia Jordan,23,Female,CIVIL,1,C,CMRIT,Prof. Kavya,8.68,9.85,6.51,7.71,7.46,7.16,8.17,9.15,9.27,23,23,23,61,7,8,49605,117721,False,0,32,6,0.91,0,3,High
CMR2023675,Larry Harris,18,Female,AIML,2,A,CMRIT,Dr. Ramesh,8.56,7.79,6.06,5.73,5.22,5.58,5.93,5.88,7.04,20,20,21,72,8,7,141844,106171,False,0,75,7,0.38,14,1,High
CMR2023633,Robert Reese,20,Male,CSE,2,A,CMRIT,Dr. Ramesh,8.69,5.95,5.31,6.0,5.72,9.21,5.04,6.52,6.49,21,20,26,69,5,0,7127,28553,True,3,53,7,0.41,11,9,Medium
CMR2023624,Shelley Miller,21,Male,AIML,3,C,CMRIT,Prof. Kavya,7.47,8.75,8.95,7.66,8.41,5.0,8.22,8.41,7.71,23,25,20,76,0,0,75602,12837,False,0,69,7,0.81,5,8,Medium
CMR2024171,Mr. Anthony Mcconnell PhD,19,Male,AIML,1,C,CMRIT,Prof. Kavya,7.37,6.93,8.11,6.31,6.01,7.56,8.87,5.71,7.15,20,23,25,77,3,6,68431,50168,True,1,56,6,0.31,11,3,High
CMR2023119,Jeffrey Chandler,23,Male,ECE,1,A,CMRIT,Prof. Kavya,7.93,9.59,8.87,9.23,9.3,9.8,6.87,9.71,8.76,26,29,21,81,5,2,93227,84105,False,0,37,5,0.81,6,8,Low
CMR2023056,Timothy Duncan,18,Female,AIML,2,A,CMRIT,Dr. Arvind,9.59,7.36,9.16,8.79,7.35,8.08,9.53,5.1,8.72,23,22,28,80,7,1,143352,115953,True,2,50,6,0.39,3,7,Low
CMR2023540,James Gilbert,23,Female,CSE,4,B,CMRIT,Dr. Arvind,5.16,8.5,9.31,6.92,7.7,5.49,8.44,8.1,7.45,25,30,27,55,1,7,12163,104606,True,3,31,7,0.48,1,2,High
CMR2023556,Kathryn Williams,20,Male,MECH,3,B,CMRIT,Prof. Kavya,6.47,9.29,6.39,9.58,6.15,6.56,7.6,6.16,7.41,21,29,20,78,1,1,51122,80561,False,0,74,5,0.47,12,4,Medium
CMR2023503,Zachary Mitchell,22,Male,MECH,3,C,CMRIT,Dr. Ramesh,9.55,5.49,9.75,9.46,8.56,5.36,6.02,6.03,8.03,30,29,20,51,6,3,16857,105004,True,0,57,4,0.93,10,6,High
CMR2023645,Kim Morrow,18,Male,MECH,1,B,CMRIT,Dr. Ramesh,7.16,9.31,5.11,6.14,5.63,6.41,8.25,9.51,8.23,25,25,24,63,6,7,46575,6986,True,2,24,5,0.34,0,10,High
CMR2023588,Dale Ryan,21,Male,MECH,3,B,CMRIT,Prof. Kavya,7.15,7.81,8.45,5.52,9.48,6.16,9.33,6.02,7.43,26,28,21,46,0,4,31899,148803,False,0,37,5,0.82,3,6,High
CMR2023389,Scott Williams,21,Male,ECE,2,C,CMRIT,Dr. Arvind,8.8,6.56,7.27,5.77,7.52,9.57,6.09,6.82,7.1,27,29,28,81,1,2,58220,109911,True,0,55,7,0.41,4,10,Medium
CMR2023170,Jamie Walton,19,Female,EEE,2,C,CMRIT,Prof. Kavya,5.27,9.0,7.39,7.7,7.51,6.97,8.43,5.87,7.34,21,28,27,95,4,2,87746,7206,True,1,68,8,0.37,5,10,Medium
CMR2023726,Christian Dawson,18,Female,AIML,3,B,CMRIT,Prof. Kavya,7.35,5.19,8.7,9.88,7.83,8.08,9.81,7.21,7.84,21,30,29,77,7,0,98872,41006,False,0,48,6,0.44,11,6,Low
CMR2023282,Jessica Garcia,23,Female,CSE,4,A,CMRIT,Dr. Ramesh,8.59,7.59,5.35,6.69,7.01,8.86,7.17,6.97,7.28,20,30,30,95,4,5,44571,20154,False,0,73,7,0.92,11,9,Medium
CMR2023986,Angela Jackson,20,Male,EEE,2,A,CMRIT,Dr. Ramesh,9.21,5.71,8.07,8.72,8.66,7.45,9.1,5.78,7.93,21,29,28,47,0,5,69536,109089,True,2,76,5,0.78,6,8,High
CMR2023287,Carolyn Miller,21,Male,CIVIL,2,C,CMRIT,Dr. Arvind,9.61,5.59,9.26,5.55,6.85,6.45,7.61,5.59,7.5,24,25,24,96,4,3,82065,132382,True,1,38,8,0.6,14,5,Low
CMR2023459,Ruben Dunn,20,Male,MECH,3,B,CMRIT,Prof. Kavya,8.42,5.49,7.9,7.09,7.09,5.94,5.15,6.12,6.99,29,29,28,83,1,5,26104,112157,True,2,98,5,0.42,10,8,High
CMR2023580,William Evans,23,Female,MECH,3,A,CMRIT,Prof. Meena,8.76,5.2,9.59,7.1,8.29,6.35,5.26,5.34,7.55,29,20,21,77,8,3,130036,16147,False,0,66,7,0.68,4,3,Medium
CMR2023271,Veronica Simpson,23,Female,ECE,1,C,CMRIT,Dr. Ramesh,7.74,8.01,5.46,6.28,6.2,8.85,6.99,5.1,7.88,23,22,26,97,2,5,110485,79694,True,0,58,7,0.86,11,5,Medium
CMR2024180,Michelle Walls,19,Female,MECH,2,C,CMRIT,Dr. Arvind,7.75,6.69,6.37,6.58,9.35,6.06,8.85,9.47,6.85,26,20,23,75,7,3,86478,141152,True,1,74,7,0.68,14,4,Medium
CMR2023379,Megan Nelson,22,Male,MECH,4,A,CMRIT,Prof. Kavya,9.92,8.17,8.89,5.93,8.26,6.11,5.97,9.2,7.81,26,24,30,47,7,1,18565,77080,True,1,100,4,0.75,9,2,High
CMR2023116,William Herrera,20,Female,AIML,1,C,CMRIT,Prof. Kavya,8.24,7.49,9.41,7.4,5.44,6.92,7.1,8.21,7.87,28,23,30,98,8,5,147516,10119,False,0,65,7,0.68,7,6,Medium
CMR2023902,Sherry Tapia,22,Male,CIVIL,3,A,CMRIT,Prof. Kavya,8.94,6.5,6.37,7.4,8.5,5.29,7.95,9.09,7.17,23,27,27,52,0,2,80445,11771,True,1,88,7,0.5,10,4,High
CMR2023904,Ashley Moreno,23,Male,ECE,1,A,CMRIT,Prof. Kavya,8.63,9.86,7.77,9.46,7.44,8.09,5.08,7.37,9.25,27,29,21,79,2,3,90825,44248,False,0,55,7,0.38,4,1,Medium
CMR2023443,Holly Valentine,18,Male,AIML,1,A,CMRIT,Dr. Arvind,7.96,9.83,8.83,8.94,6.09,6.87,5.41,8.62,8.89,23,24,30,48,5,6,55092,39795,False,0,26,7,0.79,2,5,High
CMR2023748,Jenna Wilson,21,Female,AIML,4,C,CMRIT,Dr. Arvind,7.88,7.63,8.26,7.57,6.0,8.68,5.1,6.1,7.15,26,26,26,74,5,3,10488,49064,True,0,20,6,0.96,11,3,Medium
CMR2024077,David Carter,18,Female,CSE,1,C,CMRIT,Prof. Meena,7.48,9.91,9.88,8.35,5.14,5.65,5.37,5.65,8.7,21,28,22,93,0,4,149102,97492,True,1,49,9,0.4,9,8,Low
CMR2024084,Eugene Baldwin,21,Male,CIVIL,3,B,CMRIT,Prof. Kavya,7.01,5.05,8.6,5.72,7.81,7.87,8.52,8.18,7.01,26,24,27,93,5,5,111582,22708,False,0,58,5,0.62,7,4,Medium
CMR2023613,David Molina,21,Male,AIML,3,C,CMRIT,Dr. Arvind,8.13,5.2,5.15,9.8,7.39,6.12,5.03,9.26,6.96,26,29,26,92,5,0,107049,21411,True,0,69,8,0.44,1,4,Medium
CMR2023148,Kathy Rivas,21,Female,CIVIL,3,C,CMRIT,Dr. Ramesh,5.06,6.26,8.1,8.9,9.35,9.15,9.56,8.52,7.8,30,25,29,51,8,1,148291,56503,True,2,77,5,0.99,1,3,High
CMR2024026,Lee Steele,22,Female,CIVIL,1,A,CMRIT,Prof. Meena,6.65,9.04,9.2,9.87,5.55,7.3,8.79,5.89,7.84,28,23,21,95,6,3,62760,86539,True,0,27,5,0.97,1,5,Low
CMR2023664,Renee Melendez,20,Female,MECH,1,B,CMRIT,Prof. Meena,5.04,5.12,8.28,7.86,9.03,6.49,9.86,6.25,5.08,20,24,26,56,2,0,103315,76820,False,0,75,7,0.59,5,7,High
CMR2023520,Amy Martinez,18,Female,CSE,1,B,CMRIT,Dr. Arvind,8.49,8.03,9.8,7.85,8.64,6.6,6.79,9.05,8.26,25,27,24,69,7,5,133211,87175,True,1,95,5,0.33,5,7,High
CMR2024007,Jennifer Nichols,23,Male,AIML,4,B,CMRIT,Prof. Meena,7.16,8.32,9.99,8.0,8.88,7.85,6.17,7.69,8.01,21,29,24,57,2,4,29344,22150,True,0,99,5,0.85,4,3,High
CMR2023532,Donna Frye,20,Male,AIML,2,B,CMRIT,Prof. Kavya,7.5,8.6,8.6,7.29,6.95,8.77,9.6,7.4,8.0,29,24,30,99,0,4,70147,25361,True,0,23,8,0.34,0,5,Low
CMR2024125,Peter Williams,21,Female,CSE,2,A,CMRIT,Dr. Ramesh,6.27,6.39,6.26,9.71,6.95,7.18,6.32,7.32,7.16,20,30,28,71,6,4,80338,81061,False,0,90,4,0.37,11,2,High
CMR2023089,Aimee Montoya,20,Female,ECE,1,C,CMRIT,Dr. Arvind,8.92,7.25,6.14,7.77,6.88,5.93,7.93,6.9,8.09,29,24,23,87,6,5,24269,26505,False,0,39,7,0.8,10,3,Low
CMR2024052,Lindsay Smith,23,Male,ECE,2,B,CMRIT,Prof. Meena,10.0,6.84,8.37,6.78,7.64,7.04,7.45,7.27,8.0,22,28,28,79,0,1,61203,75802,True,1,49,6,0.87,12,4,Low
CMR2023685,Mr. Michael Scott PhD,19,Female,CSE,1,C,CMRIT,Dr. Arvind,6.14,9.08,8.97,5.27,7.85,6.0,5.16,5.35,7.61,26,29,25,96,8,4,8855,6206,False,0,52,9,0.88,10,2,Medium
CMR2023395,Dana Chapman,20,Male,CIVIL,1,A,CMRIT,Prof. Meena,8.19,9.83,9.39,8.39,9.5,7.25,9.79,7.63,9.01,24,30,25,84,5,1,91820,107505,False,0,55,6,0.43,9,9,Medium
CMR2023439,Jason Rhodes,21,Female,EEE,3,C,CMRIT,Dr. Ramesh,7.79,7.18,6.74,5.13,6.83,7.33,8.35,8.64,6.83,23,29,28,63,8,3,55065,105258,False,0,42,9,1.0,3,8,Medium
CMR2023516,William Day,21,Female,CSE,3,C,CMRIT,Prof. Meena,6.68,9.02,9.27,8.92,7.04,6.71,9.71,8.6,7.94,28,23,27,97,1,0,78830,74906,True,3,30,9,0.94,13,9,Low
CMR2023377,Paula Bradley,20,Male,MECH,3,B,CMRIT,Dr. Arvind,6.54,9.51,9.55,8.37,5.02,9.55,5.16,5.13,8.09,25,28,29,81,6,0,88223,92841,True,3,50,8,0.98,3,10,Low
CMR2023556,Kathryn Williams,20,Male,MECH,3,B,CMRIT,Prof. Kavya,6.47,9.29,6.39,9.58,6.15,6.56,7.6,6.16,7.41,21,29,20,78,1,1,51122,80561,False,0,74,5,0.47,12,4,Medium
CMR2023268,Cynthia Rowe,18,Female,CSE,2,B,CMRIT,Dr. Arvind,8.74,9.63,6.41,9.38,8.06,8.81,6.32,6.57,8.54,22,25,27,56,2,7,44653,120340,True,1,39,4,0.46,0,8,High
CMR2023027,Stephanie Ross,21,Female,EEE,3,C,CMRIT,Prof. Meena,6.53,8.11,8.05,8.7,9.74,6.04,6.06,8.3,7.86,22,23,22,42,3,4,149701,24677,True,0,72,7,0.78,7,5,High
CMR2024012,Peter Thompson,21,Female,EEE,4,C,CMRIT,Dr. Arvind,5.0,6.69,7.71,7.53,9.72,8.43,6.92,8.31,7.54,24,29,30,76,8,5,52369,58584,False,0,46,6,0.73,10,7,Low
CMR2024111,Breanna Rivas,20,Male,CSE,4,C,CMRIT,Prof. Meena,7.2,5.17,5.03,6.82,8.21,7.39,6.14,6.6,6.57,29,22,21,79,3,5,36833,106864,True,2,23,7,0.79,9,9,Medium
CMR2023989,Karen Johnson,23,Male,EEE,2,A,CMRIT,Dr. Ramesh,9.36,6.57,6.22,6.4,5.3,7.73,5.8,5.01,7.14,23,28,30,83,1,6,148367,49317,False,0,50,5,0.32,8,4,High
CMR2023865,Antonio Mccormick,23,Male,CIVIL,2,A,CMRIT,Prof. Meena,8.75,6.45,8.73,9.11,7.86,8.65,7.88,7.11,8.26,27,26,26,63,3,0,39673,111809,True,1,61,9,0.83,6,1,Medium
CMR2023696,Joseph Hill,23,Female,CIVIL,1,B,CMRIT,Prof. Kavya,5.03,8.82,7.71,9.57,7.55,6.21,5.76,9.51,6.93,21,26,26,61,8,8,121410,62657,True,0,56,9,0.53,14,8,High
CMR2024193,Ashley Parrish,19,Male,EEE,4,C,CMRIT,Dr. Ramesh,8.07,8.33,7.06,5.1,7.71,6.8,8.59,6.02,7.21,23,29,30,48,1,0,99635,125422,True,3,59,7,0.83,10,9,High
CMR2023295,John Young,18,Male,MECH,1,C,CMRIT,Prof. Meena,8.36,6.76,9.06,9.14,6.79,5.89,8.84,8.49,7.56,20,21,27,83,5,3,102119,55591,False,0,21,5,0.82,12,5,Low
CMR2024115,Michael Phillips,23,Female,ECE,3,C,CMRIT,Prof. Meena,5.35,5.69,9.94,8.86,7.65,5.68,5.7,7.05,7.2,21,28,26,93,0,2,80347,36867,False,0,69,4,0.75,10,4,High
CMR2023561,Kim Erickson,22,Female,CSE,4,A,CMRIT,Dr. Arvind,6.66,6.55,7.53,5.06,5.51,8.72,7.81,5.3,6.64,28,23,30,79,5,4,141600,102325,True,3,71,6,0.86,7,6,Medium
CMR2023931,Sandra Rivera,19,Female,CSE,1,A,CMRIT,Dr. Arvind,8.34,9.13,9.73,6.57,6.59,8.9,7.21,5.73,8.73,30,28,29,71,8,0,39406,7006,False,0,57,4,0.75,14,6,High
CMR2024128,Anna Briggs,22,Female,AIML,4,B,CMRIT,Prof. Kavya,7.01,6.11,9.92,6.38,7.94,9.85,5.1,9.54,7.73,25,28,28,78,3,5,6833,128440,True,3,28,6,0.88,2,3,Low
CMR2023072,Brittney Phillips,20,Female,ECE,3,B,CMRIT,Dr. Ramesh,7.87,7.72,9.48,6.97,6.73,8.87,5.73,5.21,7.94,21,25,27,48,1,3,72225,130587,True,1,88,6,0.95,11,5,High
CMR2023532,Donna Frye,20,Male,AIML,2,B,CMRIT,Prof. Kavya,7.5,8.6,8.6,7.29,6.95,8.77,9.6,7.4,8.0,29,24,30,99,0,4,70147,25361,True,0,23,8,0.34,0,5,Low
CMR2024007,Jennifer Nichols,23,Male,AIML,4,B,CMRIT,Prof. Meena,7.16,8.32,9.99,8.0,8.88,7.85,6.17,7.69,8.01,21,29,24,57,2,4,29344,22150,True,0,99,5,0.85,4,3,High
CMR2023359,Ronald Davis,18,Female,AIML,1,A,CMRIT,Dr. Ramesh,6.13,6.93,6.77,6.43,9.61,8.42,8.43,8.57,6.53,21,27,22,99,1,0,33871,63857,True,2,65,4,0.73,1,6,High
CMR2023001,Noah Rhodes,20,Female,AIML,2,B,CMRIT,Dr. Ramesh,5.46,5.48,9.24,8.02,9.04,8.65,7.68,9.87,7.05,26,21,28,94,3,1,81854,99800,True,0,25,9,0.46,4,2,Medium
CMR2023414,Erica Alvarez,21,Female,MECH,4,B,CMRIT,Dr. Arvind,5.81,6.91,8.73,9.62,5.66,5.08,9.0,9.75,7.57,21,23,28,90,0,1,82548,93482,False,0,24,8,0.49,4,5,Low
CMR2023701,James Watson,23,Male,CIVIL,1,A,CMRIT,Prof. Meena,9.87,9.78,7.89,8.55,8.51,8.37,8.68,8.67,9.82,22,20,30,71,5,2,59488,18292,False,0,39,5,0.9,2,8,Medium
CMR2023436,Ralph Anderson,19,Male,EEE,1,A,CMRIT,Dr. Arvind,8.51,6.0,5.47,7.29,5.47,8.12,7.97,5.33,7.25,30,28,23,79,6,4,95428,8703,True,2,56,7,0.71,4,6,Medium
CMR2023505,Jodi Roach,18,Female,AIML,2,A,CMRIT,Dr. Ramesh,5.58,9.51,7.44,5.92,6.64,9.72,6.28,8.4,7.11,26,24,28,100,1,8,80088,79633,False,0,33,4,0.58,14,4,High
CMR2023683,Jennifer Hernandez,20,Female,CSE,1,C,CMRIT,Dr. Ramesh,5.32,7.0,9.63,9.49,7.05,9.75,7.3,6.06,6.16,22,24,27,81,8,2,51563,136884,True,2,55,4,0.34,7,9,High
CMR2023132,Mary Marshall,19,Male,MECH,4,C,CMRIT,Dr. Arvind,8.4,8.61,8.28,9.99,6.3,7.09,6.94,5.18,7.6,29,23,25,51,4,1,63291,145151,False,0,65,8,0.51,2,9,High
CMR2023414,Erica Alvarez,21,Female,MECH,4,B,CMRIT,Dr. Arvind,5.81,6.91,8.73,9.62,5.66,5.08,9.0,9.75,7.57,21,23,28,90,0,1,82548,93482,False,0,24,8,0.49,4,5,Low
CMR2023584,Jamie Baird,23,Male,CIVIL,2,A,CMRIT,Prof. Meena,6.77,9.35,9.29,8.31,7.45,9.75,7.19,6.26,8.43,26,27,22,49,4,4,21096,20621,False,0,87,6,0.44,1,5,High
CMR2023114,Garrett Lin,23,Male,AIML,3,A,CMRIT,Dr. Ramesh,8.56,9.84,6.98,5.24,6.49,9.1,5.87,9.76,7.7,27,28,28,48,3,6,70497,29831,False,0,33,5,0.39,0,4,High
CMR2024165,Levi Lopez,20,Female,ECE,4,C,CMRIT,Prof. Kavya,9.91,8.98,9.46,9.92,8.25,6.47,5.52,7.38,8.24,28,28,21,93,5,6,99289,115448,False,0,71,9,0.62,8,7,High
CMR2023322,Johnathan Davis,19,Female,AIML,2,B,CMRIT,Dr. Arvind,7.88,9.84,6.01,9.31,7.41,9.76,6.8,6.89,8.26,27,27,26,78,8,2,137459,118621,True,3,22,7,0.6,1,5,Low
CMR2023918,Bryan Moore,18,Male,CSE,4,A,CMRIT,Prof. Meena,5.65,5.29,8.46,8.88,8.87,9.71,6.37,8.07,7.66,27,28,20,65,3,4,41683,106344,False,0,93,5,0.38,1,5,High
CMR2023799,Donald Medina,19,Male,AIML,1,B,CMRIT,Prof. Meena,9.22,8.02,8.76,5.82,6.28,8.93,5.09,7.0,8.62,24,24,30,69,3,0,28053,37433,True,3,45,8,0.69,8,3,Medium
CMR2023371,Debra White,23,Female,CSE,1,A,CMRIT,Dr. Ramesh,9.59,9.61,8.84,6.0,6.64,6.59,9.98,7.43,9.6,27,21,24,78,6,0,124165,15035,True,3,38,9,0.45,9,1,Low
